state_name,year,ethanol_beer_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_shots_liquor,number_of_drinks_total,beer_share_signal,spirit_share_signal,total_selected_signal,total_drinks_signal
Hawaii,1983,1.89,1.13,3.45,448.0,234.6148,736.0,0.5478260869565217,0.32753623188405795,3.0199999999999996,736.0
Hawaii,1984,1.66,0.92,2.99,393.4815,191.0138,637.8667,0.5551839464882943,0.3076923076923077,2.58,637.8667
Hawaii,1985,1.61,0.88,2.91,381.6296,182.7088,620.8,0.5532646048109966,0.3024054982817869,2.49,620.8
Hawaii,1986,1.61,0.86,2.91,381.6296,178.5564,620.8,0.5532646048109966,0.29553264604810997,2.47,620.8
Hawaii,1987,1.59,0.77,2.76,376.8889,159.8702,588.8,0.5760869565217392,0.27898550724637683,2.3600000000000003,588.8
Hawaii,1988,1.64,0.8,2.89,388.7407,166.0989,616.5333,0.5674740484429065,0.2768166089965398,2.44,616.5333
Hawaii,1989,1.56,0.8,2.79,369.7778,166.0989,595.2,0.5591397849462366,0.2867383512544803,2.3600000000000003,595.2
Hawaii,1990,1.64,0.79,2.84,388.7407,164.0227,605.8667,0.5774647887323944,0.27816901408450706,2.4299999999999997,605.8667
Hawaii,1991,1.57,0.7,2.67,372.1481,145.3366,569.6,0.5880149812734082,0.26217228464419473,2.27,569.6
Hawaii,1992,1.55,0.69,2.63,367.4074,143.2603,561.0667,0.5893536121673004,0.26235741444866917,2.24,561.0667
Hawaii,1993,1.49,0.65,2.51,353.1852,134.9554,535.4667,0.5936254980079682,0.25896414342629487,2.14,535.4667
Hawaii,1994,1.46,0.62,2.46,346.0741,128.7267,524.8,0.5934959349593496,0.25203252032520324,2.08,524.8
Hawaii,1995,1.41,0.57,2.32,334.2222,118.3455,494.9333,0.6077586206896551,0.24568965517241378,1.98,494.9333
Hawaii,1996,1.4,0.58,2.34,331.8519,120.4217,499.2,0.5982905982905983,0.24786324786324787,1.98,499.2
Hawaii,1997,1.38,0.56,2.33,327.1111,116.2693,497.0667,0.592274678111588,0.240343347639485,1.94,497.0667
Hawaii,1998,1.32,0.54,2.22,312.8889,112.1168,473.6,0.5945945945945945,0.24324324324324323,1.86,473.6
Hawaii,1999,1.31,0.56,2.26,310.5185,116.2693,482.1333,0.5796460176991152,0.24778761061946908,1.87,482.1333
Hawaii,2000,1.33,0.6,2.32,315.2593,124.5742,494.9333,0.5732758620689656,0.25862068965517243,1.9300000000000002,494.9333
Hawaii,2001,1.3,0.6,2.28,308.1481,124.5742,486.4,0.5701754385964913,0.2631578947368421,1.9,486.4
Hawaii,2002,1.27,0.62,2.28,301.037,128.7267,486.4,0.5570175438596492,0.2719298245614035,1.8900000000000001,486.4
Hawaii,2003,1.3,0.66,2.38,308.1481,137.0316,507.7333,0.546218487394958,0.2773109243697479,1.96,507.7333
Hawaii,2004,1.38,0.7,2.5,327.1111,145.3366,533.3333,0.5519999999999999,0.27999999999999997,2.08,533.3333
Hawaii,2005,1.3,0.72,2.47,308.1481,149.4891,526.9333,0.5263157894736842,0.291497975708502,2.02,526.9333
Hawaii,2006,1.28,0.77,2.52,303.4074,159.8702,537.6,0.5079365079365079,0.3055555555555556,2.05,537.6
Hawaii,2007,1.3,0.77,2.55,308.1481,159.8702,544.0,0.5098039215686275,0.3019607843137255,2.0700000000000003,544.0
Hawaii,2008,1.33,0.72,2.56,315.2593,149.4891,546.1333,0.51953125,0.28125,2.05,546.1333
Hawaii,2009,1.27,0.71,2.49,301.037,147.4128,531.2,0.5100401606425703,0.2851405622489959,1.98,531.2
Hawaii,2010,1.25,0.71,2.48,296.2963,147.4128,529.0667,0.5040322580645161,0.28629032258064513,1.96,529.0667
Hawaii,2011,1.25,0.73,2.51,296.2963,151.5653,535.4667,0.4980079681274901,0.2908366533864542,1.98,535.4667
Hawaii,2012,1.25,0.75,2.53,296.2963,155.7178,539.7333,0.4940711462450593,0.2964426877470356,2.0,539.7333
Hawaii,2013,1.25,0.76,2.56,296.2963,157.794,546.1333,0.48828125,0.296875,2.01,546.1333
Hawaii,2014,1.27,0.77,2.59,301.037,159.8702,552.5333,0.49034749034749037,0.2972972972972973,2.04,552.5333
Hawaii,2015,1.28,0.77,2.61,303.4074,159.8702,556.8,0.49042145593869735,0.29501915708812265,2.05,556.8
Hawaii,2016,1.29,0.78,2.64,305.7778,161.9465,563.2,0.48863636363636365,0.29545454545454547,2.0700000000000003,563.2
Hawaii,2017,1.29,0.79,2.66,305.7778,164.0227,567.4667,0.4849624060150376,0.29699248120300753,2.08,567.4667
Hawaii,2018,1.28,0.79,2.66,303.4074,164.0227,567.4667,0.48120300751879697,0.29699248120300753,2.0700000000000003,567.4667
Hawaii,2019,1.29,0.8,2.68,305.7778,166.0989,571.7333,0.48134328358208955,0.29850746268656714,2.09,571.7333
Hawaii,2020,1.24,0.79,2.62,293.9259,164.0227,558.9333,0.47328244274809156,0.3015267175572519,2.0300000000000002,558.9333
Hawaii,2021,1.27,0.84,2.7,301.037,174.4039,576.0,0.4703703703703703,0.31111111111111106,2.11,576.0
Hawaii,2022,1.24,0.87,2.7,293.9259,180.6326,576.0,0.4592592592592592,0.3222222222222222,2.11,576.0
Hawaii,2023,1.2,0.87,2.64,284.4444,180.6326,563.2,0.45454545454545453,0.32954545454545453,2.07,563.2
Idaho,1977,1.47,0.78,2.47,348.4444,161.9465,526.9333,0.5951417004048583,0.3157894736842105,2.25,526.9333
Idaho,1978,1.46,0.78,2.5,346.0741,161.9465,533.3333,0.584,0.312,2.24,533.3333
Idaho,1979,1.51,0.82,2.6,357.9259,170.2514,554.6667,0.5807692307692307,0.3153846153846154,2.33,554.6667
Idaho,1980,1.53,0.77,2.59,362.6667,159.8702,552.5333,0.5907335907335908,0.2972972972972973,2.3,552.5333
Idaho,1981,1.54,0.83,2.69,365.037,172.3277,573.8667,0.5724907063197027,0.30855018587360594,2.37,573.8667
Idaho,1982,1.45,0.81,2.57,343.7037,168.1752,548.2667,0.5642023346303502,0.31517509727626464,2.26,548.2667
Idaho,1983,1.45,0.77,2.52,343.7037,159.8702,537.6,0.5753968253968254,0.3055555555555556,2.2199999999999998,537.6
Idaho,1984,1.41,0.72,2.45,334.2222,149.4891,522.6667,0.5755102040816326,0.29387755102040813,2.13,522.6667
Idaho,1985,1.36,0.71,2.43,322.3704,147.4128,518.4,0.5596707818930041,0.2921810699588477,2.0700000000000003,518.4
Idaho,1986,1.36,0.62,2.37,322.3704,128.7267,505.6,0.5738396624472574,0.26160337552742613,1.98,505.6
Idaho,1987,1.33,0.59,2.31,315.2593,122.498,492.8,0.5757575757575758,0.25541125541125537,1.92,492.8
Idaho,1988,1.28,0.59,2.24,303.4074,122.498,477.8667,0.5714285714285714,0.2633928571428571,1.87,477.8667
Idaho,1989,1.27,0.57,2.16,301.037,118.3455,460.8,0.5879629629629629,0.26388888888888884,1.8399999999999999,460.8
Idaho,1990,1.36,0.58,2.27,322.3704,120.4217,484.2667,0.5991189427312775,0.2555066079295154,1.94,484.2667
Idaho,1991,1.31,0.56,2.19,310.5185,116.2693,467.2,0.5981735159817352,0.25570776255707767,1.87,467.2
Idaho,1992,1.32,0.57,2.2,312.8889,118.3455,469.3333,0.6,0.25909090909090904,1.8900000000000001,469.3333
Idaho,1993,1.26,0.55,2.11,298.6667,114.193,450.1333,0.5971563981042655,0.26066350710900477,1.81,450.1333
Idaho,1994,1.24,0.53,2.12,293.9259,110.0406,452.2667,0.5849056603773585,0.25,1.77,452.2667
Idaho,1995,1.18,0.54,2.01,279.7037,112.1168,428.8,0.5870646766169154,0.2686567164179105,1.72,428.8
Idaho,1996,1.13,0.52,1.96,267.8519,107.9643,418.1333,0.5765306122448979,0.2653061224489796,1.65,418.1333
Idaho,1997,1.11,0.52,1.95,263.1111,107.9643,416.0,0.5692307692307693,0.26666666666666666,1.6300000000000001,416.0
Idaho,1998,1.15,0.51,1.99,272.5926,105.8881,424.5333,0.5778894472361809,0.2562814070351759,1.66,424.5333
Idaho,1999,1.09,0.52,2.29,258.3704,107.9643,488.5333,0.47598253275109176,0.22707423580786026,1.61,488.5333
Idaho,2000,1.13,0.52,2.3,267.8519,107.9643,490.6667,0.49130434782608695,0.22608695652173916,1.65,490.6667
Idaho,2001,1.14,0.53,2.3,270.2222,110.0406,490.6667,0.49565217391304345,0.23043478260869568,1.67,490.6667
Idaho,2002,1.16,0.53,2.33,274.963,110.0406,497.0667,0.49785407725321884,0.2274678111587983,1.69,497.0667
Idaho,2003,1.15,0.55,2.35,272.5926,114.193,501.3333,0.4893617021276595,0.23404255319148937,1.7,501.3333
Idaho,2004,1.14,0.57,2.43,270.2222,118.3455,518.4,0.4691358024691357,0.23456790123456786,1.71,518.4
Idaho,2005,1.11,0.61,2.45,263.1111,126.6504,522.6667,0.4530612244897959,0.24897959183673468,1.7200000000000002,522.6667
Idaho,2006,1.14,0.65,2.53,270.2222,134.9554,539.7333,0.4505928853754941,0.25691699604743085,1.79,539.7333
Idaho,2007,1.17,0.67,2.58,277.3333,139.1079,550.4,0.45348837209302323,0.2596899224806202,1.8399999999999999,550.4
Idaho,2008,1.15,0.69,2.64,272.5926,143.2603,563.2,0.43560606060606055,0.26136363636363635,1.8399999999999999,563.2
Idaho,2009,1.05,0.7,2.67,248.8889,145.3366,569.6,0.39325842696629215,0.26217228464419473,1.75,569.6
Idaho,2010,1.06,0.72,2.68,251.2593,149.4891,571.7333,0.39552238805970147,0.26865671641791045,1.78,571.7333
Idaho,2011,1.0,0.73,2.65,237.037,151.5653,565.3333,0.37735849056603776,0.27547169811320754,1.73,565.3333
Idaho,2012,0.98,0.77,2.77,232.2963,159.8702,590.9333,0.35379061371841153,0.2779783393501805,1.75,590.9333
Idaho,2013,0.96,0.77,2.81,227.5556,159.8702,599.4667,0.34163701067615654,0.27402135231316727,1.73,599.4667
Idaho,2014,0.93,0.77,2.82,220.4444,159.8702,601.6,0.3297872340425532,0.2730496453900709,1.7000000000000002,601.6
Idaho,2015,0.94,0.79,2.87,222.8148,164.0227,612.2667,0.32752613240418116,0.27526132404181186,1.73,612.2667
Idaho,2016,0.92,0.81,2.92,218.0741,168.1752,622.9333,0.31506849315068497,0.2773972602739726,1.73,622.9333
Idaho,2017,0.9,0.82,2.91,213.3333,170.2514,620.8,0.30927835051546393,0.28178694158075596,1.72,620.8
Idaho,2018,0.9,0.83,2.94,213.3333,172.3277,627.2,0.30612244897959184,0.282312925170068,1.73,627.2
Idaho,2019,0.87,0.85,2.04,206.2222,176.4801,435.2,0.4264705882352941,0.41666666666666663,1.72,435.2
Idaho,2020,0.82,0.93,2.06,194.3704,193.09,439.4667,0.39805825242718446,0.45145631067961167,1.75,439.4667
Idaho,2021,0.79,0.92,2.01,187.2593,191.0138,428.8,0.3930348258706468,0.45771144278606973,1.71,428.8
Idaho,2022,0.74,0.88,1.91,175.4074,182.7088,407.4667,0.387434554973822,0.46073298429319376,1.62,407.4667
Idaho,2023,0.69,0.85,1.82,163.5556,176.4801,388.2667,0.3791208791208791,0.467032967032967,1.54,388.2667
Illinois,1977,1.32,1.2,2.82,312.8889,249.1484,601.6,0.4680851063829788,0.425531914893617,2.52,601.6
Illinois,1978,1.35,1.17,2.83,320.0,242.9197,603.7333,0.47703180212014135,0.41342756183745577,2.52,603.7333
Illinois,1979,1.42,1.15,2.89,336.5926,238.7672,616.5333,0.4913494809688581,0.3979238754325259,2.57,616.5333
Illinois,1980,1.42,1.23,2.99,336.5926,255.3771,637.8667,0.4749163879598662,0.41137123745819393,2.65,637.8667
Illinois,1981,1.44,1.12,2.91,341.3333,232.5385,620.8,0.49484536082474223,0.3848797250859107,2.56,620.8
Illinois,1982,1.42,1.07,2.84,336.5926,222.1573,605.8667,0.5,0.37676056338028174,2.49,605.8667
Illinois,1983,1.43,1.03,2.82,338.963,213.8524,601.6,0.5070921985815603,0.36524822695035464,2.46,601.6
Illinois,1984,1.41,1.02,2.8,334.2222,211.7762,597.3333,0.5035714285714286,0.3642857142857143,2.4299999999999997,597.3333
Illinois,1985,1.39,0.99,2.76,329.4815,205.5474,588.8,0.5036231884057971,0.3586956521739131,2.38,588.8
Illinois,1986,1.42,0.91,2.72,336.5926,188.9376,580.2667,0.5220588235294117,0.33455882352941174,2.33,580.2667
Illinois,1987,1.43,0.88,2.71,338.963,182.7088,578.1333,0.5276752767527675,0.3247232472324723,2.31,578.1333
Illinois,1988,1.45,0.87,2.7,343.7037,180.6326,576.0,0.537037037037037,0.3222222222222222,2.32,576.0
Illinois,1989,1.42,0.85,2.63,336.5926,176.4801,561.0667,0.5399239543726235,0.3231939163498099,2.27,561.0667
Illinois,1990,1.43,0.82,2.62,338.963,170.2514,558.9333,0.5458015267175572,0.3129770992366412,2.25,558.9333
Illinois,1991,1.38,0.76,2.48,327.1111,157.794,529.0667,0.5564516129032258,0.3064516129032258,2.1399999999999997,529.0667
Illinois,1992,1.34,0.74,2.43,317.6296,153.6415,518.4,0.551440329218107,0.3045267489711934,2.08,518.4
Illinois,1993,1.32,0.72,2.38,312.8889,149.4891,507.7333,0.5546218487394958,0.3025210084033613,2.04,507.7333
Illinois,1994,1.32,0.69,2.35,312.8889,143.2603,501.3333,0.5617021276595745,0.2936170212765957,2.01,501.3333
Illinois,1995,1.3,0.66,2.29,308.1481,137.0316,488.5333,0.5676855895196506,0.28820960698689957,1.96,488.5333
Illinois,1996,1.27,0.68,2.3,301.037,141.1841,490.6667,0.5521739130434783,0.29565217391304355,1.9500000000000002,490.6667
Illinois,1997,1.26,0.65,2.26,298.6667,134.9554,482.1333,0.5575221238938054,0.2876106194690266,1.9100000000000001,482.1333
Illinois,1998,1.27,0.64,2.25,301.037,132.8792,480.0,0.5644444444444444,0.28444444444444444,1.9100000000000001,480.0
Illinois,1999,1.29,0.66,2.27,305.7778,137.0316,484.2667,0.5682819383259912,0.29074889867841414,1.9500000000000002,484.2667
Illinois,2000,1.28,0.63,2.24,303.4074,130.8029,477.8667,0.5714285714285714,0.28125,1.9100000000000001,477.8667
Illinois,2001,1.27,0.68,2.28,301.037,141.1841,486.4,0.5570175438596492,0.29824561403508776,1.9500000000000002,486.4
Illinois,2002,1.28,0.65,2.26,303.4074,134.9554,482.1333,0.5663716814159293,0.2876106194690266,1.9300000000000002,482.1333
Illinois,2003,1.26,0.74,2.36,298.6667,153.6415,503.4667,0.5338983050847458,0.3135593220338983,2.0,503.4667
Illinois,2004,1.24,0.67,2.22,293.9259,139.1079,473.6,0.5585585585585585,0.3018018018018018,1.9100000000000001,473.6
Illinois,2005,1.23,0.71,2.29,291.5556,147.4128,488.5333,0.537117903930131,0.31004366812227074,1.94,488.5333
Illinois,2006,1.24,0.74,2.35,293.9259,153.6415,501.3333,0.5276595744680851,0.3148936170212766,1.98,501.3333
Illinois,2007,1.24,0.74,2.38,293.9259,153.6415,507.7333,0.5210084033613446,0.31092436974789917,1.98,507.7333
Illinois,2008,1.23,0.74,2.34,291.5556,153.6415,499.2,0.5256410256410257,0.3162393162393163,1.97,499.2
Illinois,2009,1.24,0.73,2.36,293.9259,151.5653,503.4667,0.5254237288135594,0.3093220338983051,1.97,503.4667
Illinois,2010,1.22,0.74,2.35,289.1852,153.6415,501.3333,0.5191489361702127,0.3148936170212766,1.96,501.3333
Illinois,2011,1.19,0.75,2.35,282.0741,155.7178,501.3333,0.5063829787234042,0.3191489361702127,1.94,501.3333
Illinois,2012,1.15,0.77,2.35,272.5926,159.8702,501.3333,0.4893617021276595,0.3276595744680851,1.92,501.3333
Illinois,2013,1.13,0.77,2.33,267.8519,159.8702,497.0667,0.4849785407725321,0.33047210300429186,1.9,497.0667
Illinois,2014,1.12,0.78,2.32,265.4815,161.9465,494.9333,0.48275862068965525,0.3362068965517242,1.9000000000000001,494.9333
Illinois,2015,1.12,0.8,2.36,265.4815,166.0989,503.4667,0.47457627118644075,0.33898305084745767,1.9200000000000002,503.4667
Illinois,2016,1.12,0.77,2.31,265.4815,159.8702,492.8,0.48484848484848486,0.3333333333333333,1.8900000000000001,492.8
Illinois,2017,1.1,0.83,2.38,260.7407,172.3277,507.7333,0.4621848739495799,0.3487394957983193,1.9300000000000002,507.7333
Illinois,2018,1.08,0.85,2.39,256.0,176.4801,509.8667,0.45188284518828453,0.35564853556485354,1.9300000000000002,509.8667
Illinois,2019,1.07,0.88,2.41,253.6296,182.7088,514.1333,0.44398340248962653,0.3651452282157676,1.9500000000000002,514.1333
Illinois,2020,1.03,0.89,2.39,244.1481,184.7851,509.8667,0.4309623430962343,0.3723849372384937,1.92,509.8667
Illinois,2021,1.04,0.95,2.47,246.5185,197.2425,526.9333,0.42105263157894735,0.3846153846153846,1.99,526.9333
Illinois,2022,1.0,0.94,2.42,237.037,195.1663,516.2667,0.4132231404958678,0.3884297520661157,1.94,516.2667
Illinois,2023,0.97,0.93,2.39,229.9259,193.09,509.8667,0.405857740585774,0.3891213389121339,1.9,509.8667
Indiana,1977,1.13,0.77,2.03,267.8519,159.8702,433.0667,0.5566502463054187,0.37931034482758624,1.9,433.0667
Indiana,1978,1.18,0.78,2.12,279.7037,161.9465,452.2667,0.5566037735849056,0.36792452830188677,1.96,452.2667
Indiana,1979,1.21,0.78,2.15,286.8148,161.9465,458.6667,0.5627906976744186,0.3627906976744186,1.99,458.6667
Indiana,1980,1.26,0.77,2.21,298.6667,159.8702,471.4667,0.5701357466063348,0.3484162895927602,2.0300000000000002,471.4667
Indiana,1981,1.29,0.78,2.24,305.7778,161.9465,477.8667,0.5758928571428571,0.3482142857142857,2.0700000000000003,477.8667
Indiana,1982,1.29,0.76,2.24,305.7778,157.794,477.8667,0.5758928571428571,0.33928571428571425,2.05,477.8667
Indiana,1983,1.28,0.73,2.2,303.4074,151.5653,469.3333,0.5818181818181818,0.3318181818181818,2.01,469.3333
Indiana,1984,1.27,0.73,2.21,301.037,151.5653,471.4667,0.574660633484163,0.33031674208144796,2.0,471.4667
Indiana,1985,1.26,0.73,2.2,298.6667,151.5653,469.3333,0.5727272727272726,0.3318181818181818,1.99,469.3333
Indiana,1986,1.26,0.67,2.17,298.6667,139.1079,462.9333,0.5806451612903226,0.30875576036866365,1.9300000000000002,462.9333
Indiana,1987,1.26,0.67,2.16,298.6667,139.1079,460.8,0.5833333333333333,0.3101851851851852,1.9300000000000002,460.8
Indiana,1988,1.25,0.67,2.13,296.2963,139.1079,454.4,0.5868544600938967,0.3145539906103287,1.92,454.4
Indiana,1989,1.23,0.64,2.07,291.5556,132.8792,441.6,0.5942028985507247,0.3091787439613527,1.87,441.6
Indiana,1990,1.26,0.63,2.09,298.6667,130.8029,445.8667,0.6028708133971292,0.3014354066985646,1.8900000000000001,445.8667
Indiana,1991,1.22,0.6,2.0,289.1852,124.5742,426.6667,0.61,0.3,1.8199999999999998,426.6667
Indiana,1992,1.16,0.58,1.95,274.963,120.4217,416.0,0.5948717948717949,0.29743589743589743,1.7399999999999998,416.0
Indiana,1993,1.15,0.64,1.98,272.5926,132.8792,422.4,0.5808080808080808,0.32323232323232326,1.79,422.4
Indiana,1994,1.15,0.59,1.94,272.5926,122.498,413.8667,0.5927835051546392,0.30412371134020616,1.7399999999999998,413.8667
Indiana,1995,1.14,0.58,1.92,270.2222,120.4217,409.6,0.59375,0.3020833333333333,1.7199999999999998,409.6
Indiana,1996,1.09,0.57,1.86,258.3704,118.3455,396.8,0.5860215053763441,0.30645161290322576,1.6600000000000001,396.8
Indiana,1997,1.09,0.59,1.85,258.3704,122.498,394.6667,0.5891891891891892,0.3189189189189189,1.6800000000000002,394.6667
Indiana,1998,1.14,0.58,1.91,270.2222,120.4217,407.4667,0.5968586387434555,0.3036649214659686,1.7199999999999998,407.4667
Indiana,1999,1.16,0.59,1.94,274.963,122.498,413.8667,0.5979381443298969,0.30412371134020616,1.75,413.8667
Indiana,2000,1.16,0.61,1.98,274.963,126.6504,422.4,0.5858585858585859,0.30808080808080807,1.77,422.4
Indiana,2001,1.15,0.62,1.96,272.5926,128.7267,418.1333,0.586734693877551,0.3163265306122449,1.77,418.1333
Indiana,2002,1.13,0.6,1.93,267.8519,124.5742,411.7333,0.5854922279792746,0.31088082901554404,1.73,411.7333
Indiana,2003,1.11,0.64,1.96,263.1111,132.8792,418.1333,0.5663265306122449,0.326530612244898,1.75,418.1333
Indiana,2004,1.14,0.65,2.01,270.2222,134.9554,428.8,0.5671641791044776,0.32338308457711445,1.79,428.8
Indiana,2005,1.11,0.68,2.01,263.1111,141.1841,428.8,0.5522388059701494,0.33830845771144286,1.79,428.8
Indiana,2006,1.09,0.66,2.0,258.3704,137.0316,426.6667,0.545,0.33,1.75,426.6667
Indiana,2007,1.13,0.72,2.09,267.8519,149.4891,445.8667,0.5406698564593301,0.3444976076555024,1.8499999999999999,445.8667
Indiana,2008,1.1,0.73,2.08,260.7407,151.5653,443.7333,0.5288461538461539,0.35096153846153844,1.83,443.7333
Indiana,2009,1.08,0.72,2.05,256.0,149.4891,437.3333,0.5268292682926831,0.351219512195122,1.8,437.3333
Indiana,2010,1.03,0.74,2.03,244.1481,153.6415,433.0667,0.5073891625615764,0.36453201970443355,1.77,433.0667
Indiana,2011,1.02,0.73,2.02,241.7778,151.5653,430.9333,0.504950495049505,0.3613861386138614,1.75,430.9333
Indiana,2012,1.02,0.79,2.08,241.7778,164.0227,443.7333,0.49038461538461536,0.3798076923076923,1.81,443.7333
Indiana,2013,1.0,0.81,2.09,237.037,168.1752,445.8667,0.47846889952153115,0.38755980861244027,1.81,445.8667
Indiana,2014,0.98,0.8,2.05,232.2963,166.0989,437.3333,0.4780487804878049,0.39024390243902446,1.78,437.3333
Indiana,2015,0.98,0.88,2.14,232.2963,182.7088,456.5333,0.4579439252336448,0.411214953271028,1.8599999999999999,456.5333
Indiana,2016,0.98,0.89,2.17,232.2963,184.7851,462.9333,0.45161290322580644,0.41013824884792627,1.87,462.9333
Indiana,2017,0.97,0.85,2.11,229.9259,176.4801,450.1333,0.45971563981042657,0.4028436018957346,1.8199999999999998,450.1333
Indiana,2018,0.96,0.9,2.15,227.5556,186.8613,458.6667,0.44651162790697674,0.4186046511627907,1.8599999999999999,458.6667
Indiana,2019,0.96,0.94,2.2,227.5556,195.1663,469.3333,0.4363636363636363,0.4272727272727272,1.9,469.3333
Indiana,2020,0.94,1.06,2.33,222.8148,220.0811,497.0667,0.4034334763948498,0.4549356223175966,2.0,497.0667
Indiana,2021,0.95,1.04,2.32,225.1852,215.9286,494.9333,0.40948275862068967,0.4482758620689656,1.99,494.9333
Indiana,2022,0.95,1.01,2.32,225.1852,209.6999,494.9333,0.40948275862068967,0.4353448275862069,1.96,494.9333
Indiana,2023,0.85,1.02,2.23,201.4815,211.7762,475.7333,0.3811659192825112,0.45739910313901344,1.87,475.7333
Iowa,1977,1.33,0.74,2.17,315.2593,153.6415,462.9333,0.6129032258064516,0.34101382488479265,2.0700000000000003,462.9333
Iowa,1978,1.38,0.74,2.23,327.1111,153.6415,475.7333,0.6188340807174888,0.33183856502242154,2.12,475.7333
Iowa,1979,1.4,0.71,2.22,331.8519,147.4128,473.6,0.6306306306306305,0.3198198198198198,2.11,473.6
Iowa,1980,1.41,0.71,2.25,334.2222,147.4128,480.0,0.6266666666666666,0.31555555555555553,2.12,480.0
Iowa,1981,1.44,0.69,2.26,341.3333,143.2603,482.1333,0.6371681415929203,0.30530973451327437,2.13,482.1333
Iowa,1982,1.4,0.65,2.19,331.8519,134.9554,467.2,0.639269406392694,0.29680365296803657,2.05,467.2
Iowa,1983,1.4,0.65,2.18,331.8519,134.9554,465.0667,0.6422018348623852,0.2981651376146789,2.05,465.0667
Iowa,1984,1.39,0.62,2.13,329.4815,128.7267,454.4,0.6525821596244131,0.2910798122065728,2.01,454.4
Iowa,1985,1.33,0.58,2.06,315.2593,120.4217,439.4667,0.6456310679611651,0.2815533980582524,1.9100000000000001,439.4667
Iowa,1986,1.35,0.54,2.09,320.0,112.1168,445.8667,0.645933014354067,0.2583732057416268,1.8900000000000001,445.8667
Iowa,1987,1.34,0.59,2.14,317.6296,122.498,456.5333,0.6261682242990654,0.2757009345794392,1.9300000000000002,456.5333
Iowa,1988,1.32,0.53,2.06,312.8889,110.0406,439.4667,0.6407766990291263,0.25728155339805825,1.85,439.4667
Iowa,1989,1.3,0.52,2.01,308.1481,107.9643,428.8,0.6467661691542289,0.2587064676616916,1.82,428.8
Iowa,1990,1.34,0.54,2.06,317.6296,112.1168,439.4667,0.6504854368932039,0.2621359223300971,1.8800000000000001,439.4667
Iowa,1991,1.32,0.52,2.01,312.8889,107.9643,428.8,0.6567164179104479,0.2587064676616916,1.84,428.8
Iowa,1992,1.31,0.46,1.9,310.5185,95.5069,405.3333,0.6894736842105263,0.24210526315789477,1.77,405.3333
Iowa,1993,1.28,0.48,1.87,303.4074,99.6594,398.9333,0.6844919786096256,0.2566844919786096,1.76,398.9333
Iowa,1994,1.3,0.44,1.84,308.1481,91.3544,392.5333,0.7065217391304348,0.23913043478260868,1.74,392.5333
Iowa,1995,1.26,0.44,1.8,298.6667,91.3544,384.0,0.7,0.24444444444444444,1.7,384.0
Iowa,1996,1.28,0.45,1.85,303.4074,93.4307,394.6667,0.6918918918918918,0.24324324324324323,1.73,394.6667
Iowa,1997,1.28,0.45,1.85,303.4074,93.4307,394.6667,0.6918918918918918,0.24324324324324323,1.73,394.6667
Iowa,1998,1.31,0.46,1.9,310.5185,95.5069,405.3333,0.6894736842105263,0.24210526315789477,1.77,405.3333
Iowa,1999,1.34,0.48,1.95,317.6296,99.6594,416.0,0.6871794871794872,0.24615384615384614,1.82,416.0
Iowa,2000,1.35,0.5,1.98,320.0,103.8118,422.4,0.6818181818181819,0.25252525252525254,1.85,422.4
Iowa,2001,1.36,0.5,1.99,322.3704,103.8118,424.5333,0.6834170854271358,0.25125628140703515,1.86,424.5333
Iowa,2002,1.38,0.51,2.04,327.1111,105.8881,435.2,0.676470588235294,0.25,1.89,435.2
Iowa,2003,1.38,0.54,2.07,327.1111,112.1168,441.6,0.6666666666666666,0.26086956521739135,1.92,441.6
Iowa,2004,1.39,0.57,2.12,329.4815,118.3455,452.2667,0.6556603773584905,0.2688679245283018,1.96,452.2667
Iowa,2005,1.4,0.61,2.16,331.8519,126.6504,460.8,0.648148148148148,0.2824074074074074,2.01,460.8
Iowa,2006,1.39,0.65,2.2,329.4815,134.9554,469.3333,0.6318181818181817,0.2954545454545454,2.04,469.3333
Iowa,2007,1.41,0.67,2.25,334.2222,139.1079,480.0,0.6266666666666666,0.2977777777777778,2.08,480.0
Iowa,2008,1.43,0.7,2.3,338.963,145.3366,490.6667,0.6217391304347827,0.30434782608695654,2.13,490.6667
Iowa,2009,1.42,0.72,2.31,336.5926,149.4891,492.8,0.6147186147186147,0.3116883116883117,2.1399999999999997,492.8
Iowa,2010,1.39,0.73,2.3,329.4815,151.5653,490.6667,0.6043478260869565,0.3173913043478261,2.12,490.6667
Iowa,2011,1.38,0.78,2.37,327.1111,161.9465,505.6,0.5822784810126581,0.3291139240506329,2.16,505.6
Iowa,2012,1.36,0.81,2.4,322.3704,168.1752,512.0,0.5666666666666668,0.3375,2.17,512.0
Iowa,2013,1.33,0.79,2.34,315.2593,164.0227,499.2,0.5683760683760685,0.33760683760683763,2.12,499.2
Iowa,2014,1.34,0.81,2.37,317.6296,168.1752,505.6,0.5654008438818565,0.34177215189873417,2.1500000000000004,505.6
Iowa,2015,1.31,0.83,2.36,310.5185,172.3277,503.4667,0.5550847457627119,0.3516949152542373,2.14,503.4667
Iowa,2016,1.3,0.87,2.4,308.1481,180.6326,512.0,0.5416666666666667,0.3625,2.17,512.0
Iowa,2017,1.27,0.89,2.4,301.037,184.7851,512.0,0.5291666666666667,0.37083333333333335,2.16,512.0
